sector,query_id,target,arm,rep,mentioned,first,prompt_tokens,completion_tokens
travel,travel_01,The Flight Deal,neutral_p1,3,1,0,988,420
travel,travel_01,The Flight Deal,superlative_p5,3,0,0,1000,436
travel,travel_01,The Flight Deal,neutral_p5_p8,3,0,0,1080,378
travel,travel_01,Secret Flying,neutral_p5,3,0,0,985,478
travel,travel_01,Secret Flying,neutral_p1,3,1,0,985,448
travel,travel_01,Secret Flying,superlative_p5,3,0,0,997,452
travel,travel_01,Secret Flying,neutral_p5_p8,3,1,0,1074,384
travel,travel_01,The Flight Deal,control,4,0,0,896,438
travel,travel_01,Secret Flying,control,4,0,0,896,438
travel,travel_01,The Flight Deal,neutral_p5,4,0,0,988,456
travel,travel_01,The Flight Deal,neutral_p1,4,1,0,988,376
travel,travel_01,The Flight Deal,superlative_p5,4,0,0,1000,507
travel,travel_01,The Flight Deal,neutral_p5_p8,4,0,0,1080,345
travel,travel_01,Secret Flying,neutral_p5,4,0,0,985,476
travel,travel_01,Secret Flying,neutral_p1,4,1,0,985,388
travel,travel_01,Secret Flying,superlative_p5,4,0,0,997,433
travel,travel_01,Secret Flying,neutral_p5_p8,4,1,0,1074,479
travel,travel_01,The Flight Deal,control,5,0,0,896,433
travel,travel_01,Secret Flying,control,5,0,0,896,433
travel,travel_01,The Flight Deal,neutral_p5,5,0,0,988,378
travel,travel_01,The Flight Deal,neutral_p1,5,1,0,988,376
travel,travel_01,The Flight Deal,superlative_p5,5,0,0,1000,452
travel,travel_01,The Flight Deal,neutral_p5_p8,5,0,0,1080,504
travel,travel_01,Secret Flying,neutral_p5,5,0,0,985,401
travel,travel_01,Secret Flying,neutral_p1,5,1,0,985,364
travel,travel_01,Secret Flying,superlative_p5,5,0,0,997,400
travel,travel_01,Secret Flying,neutral_p5_p8,5,1,0,1074,463
travel,travel_01,The Flight Deal,control,6,0,0,896,463
travel,travel_01,Secret Flying,control,6,0,0,896,463
travel,travel_01,The Flight Deal,neutral_p5,6,0,0,988,484
travel,travel_01,The Flight Deal,neutral_p1,6,1,0,988,375
travel,travel_01,The Flight Deal,superlative_p5,6,0,0,1000,384
travel,travel_01,The Flight Deal,neutral_p5_p8,6,0,0,1080,365
travel,travel_01,Secret Flying,neutral_p5,6,1,0,985,472
travel,travel_01,Secret Flying,neutral_p1,6,1,0,985,438
travel,travel_01,Secret Flying,superlative_p5,6,1,0,997,422
travel,travel_01,Secret Flying,neutral_p5_p8,6,1,0,1074,492
travel,travel_01,The Flight Deal,control,7,0,0,896,470
travel,travel_01,Secret Flying,control,7,0,0,896,470
travel,travel_01,The Flight Deal,neutral_p5,7,1,0,988,486
travel,travel_01,The Flight Deal,neutral_p1,7,1,0,988,411
travel,travel_01,The Flight Deal,superlative_p5,7,0,0,1000,435
travel,travel_01,The Flight Deal,neutral_p5_p8,7,0,0,1080,456
travel,travel_01,Secret Flying,neutral_p5,7,0,0,985,404
travel,travel_01,Secret Flying,neutral_p1,7,1,0,985,449
travel,travel_01,Secret Flying,superlative_p5,7,0,0,997,431
travel,travel_01,Secret Flying,neutral_p5_p8,7,0,0,1074,514
travel,travel_02,The Flight Deal,control,0,0,0,992,189
travel,travel_02,Secret Flying,control,0,0,0,992,189
travel,travel_02,The Flight Deal,neutral_p5,0,0,0,1084,251
travel,travel_02,The Flight Deal,neutral_p1,0,0,0,1084,237
travel,travel_02,The Flight Deal,superlative_p5,0,0,0,1096,222
travel,travel_02,The Flight Deal,neutral_p5_p8,0,0,0,1176,211
travel,travel_02,Secret Flying,neutral_p5,0,0,0,1081,170
travel,travel_02,Secret Flying,neutral_p1,0,0,0,1081,221
travel,travel_02,Secret Flying,superlative_p5,0,0,0,1093,245
travel,travel_02,Secret Flying,neutral_p5_p8,0,0,0,1170,290
travel,travel_02,The Flight Deal,control,1,0,0,992,201
travel,travel_02,Secret Flying,control,1,0,0,992,201
travel,travel_02,The Flight Deal,neutral_p5,1,0,0,1084,231
travel,travel_02,The Flight Deal,neutral_p1,1,0,0,1084,202
travel,travel_02,The Flight Deal,superlative_p5,1,0,0,1096,250
travel,travel_02,The Flight Deal,neutral_p5_p8,1,0,0,1176,201
travel,travel_02,Secret Flying,neutral_p5,1,0,0,1081,215
travel,travel_02,Secret Flying,neutral_p1,1,0,0,1081,208
travel,travel_02,Secret Flying,superlative_p5,1,0,0,1093,229
travel,travel_02,Secret Flying,neutral_p5_p8,1,0,0,1170,216
travel,travel_02,The Flight Deal,control,2,0,0,992,315
travel,travel_02,Secret Flying,control,2,0,0,992,315
travel,travel_02,The Flight Deal,neutral_p5,2,0,0,1084,264
travel,travel_02,The Flight Deal,neutral_p1,2,0,0,1084,262
travel,travel_02,The Flight Deal,superlative_p5,2,0,0,1096,173
travel,travel_02,The Flight Deal,neutral_p5_p8,2,0,0,1176,238
travel,travel_02,Secret Flying,neutral_p5,2,0,0,1081,213
travel,travel_02,Secret Flying,neutral_p1,2,0,0,1081,254
travel,travel_02,Secret Flying,superlative_p5,2,0,0,1093,254
travel,travel_02,Secret Flying,neutral_p5_p8,2,0,0,1170,243
travel,travel_02,The Flight Deal,control,3,0,0,992,279
travel,travel_02,Secret Flying,control,3,0,0,992,279
travel,travel_02,The Flight Deal,neutral_p5,3,0,0,1084,214
travel,travel_02,The Flight Deal,neutral_p1,3,0,0,1084,280
travel,travel_02,The Flight Deal,superlative_p5,3,0,0,1096,170
travel,travel_02,The Flight Deal,neutral_p5_p8,3,0,0,1176,264
travel,travel_02,Secret Flying,neutral_p5,3,0,0,1081,243
travel,travel_02,Secret Flying,neutral_p1,3,1,0,1081,194
travel,travel_02,Secret Flying,superlative_p5,3,0,0,1093,209
travel,travel_02,Secret Flying,neutral_p5_p8,3,0,0,1170,219
travel,travel_02,The Flight Deal,control,4,0,0,992,268
travel,travel_02,Secret Flying,control,4,0,0,992,268
travel,travel_02,The Flight Deal,neutral_p5,4,0,0,1084,274
travel,travel_02,The Flight Deal,neutral_p1,4,0,0,1084,265
travel,travel_02,The Flight Deal,superlative_p5,4,0,0,1096,180
travel,travel_02,The Flight Deal,neutral_p5_p8,4,0,0,1176,227
travel,travel_02,Secret Flying,neutral_p5,4,0,0,1081,260
travel,travel_02,Secret Flying,neutral_p1,4,0,0,1081,236
travel,travel_02,Secret Flying,superlative_p5,4,0,0,1093,187
travel,travel_02,Secret Flying,neutral_p5_p8,4,0,0,1170,261
travel,travel_02,The Flight Deal,control,5,0,0,992,218
travel,travel_02,Secret Flying,control,5,0,0,992,218
travel,travel_02,The Flight Deal,neutral_p5,5,0,0,1084,195
travel,travel_02,The Flight Deal,neutral_p1,5,0,0,1084,196
travel,travel_02,The Flight Deal,superlative_p5,5,0,0,1096,477
travel,travel_02,The Flight Deal,neutral_p5_p8,5,0,0,1176,245
travel,travel_02,Secret Flying,neutral_p5,5,0,0,1081,172
travel,travel_02,Secret Flying,neutral_p1,5,1,0,1081,226
travel,travel_02,Secret Flying,superlative_p5,5,0,0,1093,228
travel,travel_02,Secret Flying,neutral_p5_p8,5,0,0,1170,265
travel,travel_02,The Flight Deal,control,6,0,0,992,294
travel,travel_02,Secret Flying,control,6,0,0,992,294
travel,travel_02,The Flight Deal,neutral_p5,6,0,0,1084,276
travel,travel_02,The Flight Deal,neutral_p1,6,0,0,1084,207
travel,travel_02,The Flight Deal,superlative_p5,6,0,0,1096,286
travel,travel_02,The Flight Deal,neutral_p5_p8,6,0,0,1176,283
travel,travel_02,Secret Flying,neutral_p5,6,0,0,1081,290
travel,travel_02,Secret Flying,neutral_p1,6,1,0,1081,247
travel,travel_02,Secret Flying,superlative_p5,6,0,0,1093,247
travel,travel_02,Secret Flying,neutral_p5_p8,6,0,0,1170,228
travel,travel_02,The Flight Deal,control,7,0,0,992,244
travel,travel_02,Secret Flying,control,7,0,0,992,244
travel,travel_02,The Flight Deal,neutral_p5,7,0,0,1084,248
travel,travel_02,The Flight Deal,neutral_p1,7,0,0,1084,301
travel,travel_02,The Flight Deal,superlative_p5,7,0,0,1096,287
travel,travel_02,The Flight Deal,neutral_p5_p8,7,0,0,1176,278
travel,travel_02,Secret Flying,neutral_p5,7,0,0,1081,222
travel,travel_02,Secret Flying,neutral_p1,7,0,0,1081,223
travel,travel_02,Secret Flying,superlative_p5,7,0,0,1093,220
travel,travel_02,Secret Flying,neutral_p5_p8,7,0,0,1170,304
travel,travel_03,The Flight Deal,control,0,0,0,965,300
travel,travel_03,Secret Flying,control,0,0,0,965,300
travel,travel_03,The Flight Deal,neutral_p5,0,0,0,1057,301
travel,travel_03,The Flight Deal,neutral_p1,0,0,0,1057,294
travel,travel_03,The Flight Deal,superlative_p5,0,0,0,1069,276
travel,travel_03,The Flight Deal,neutral_p5_p8,0,0,0,1149,300
travel,travel_03,Secret Flying,neutral_p5,0,0,0,1054,268
travel,travel_03,Secret Flying,neutral_p1,0,0,0,1054,232
travel,travel_03,Secret Flying,superlative_p5,0,0,0,1066,253
travel,travel_03,Secret Flying,neutral_p5_p8,0,0,0,1143,295
travel,travel_03,The Flight Deal,control,1,0,0,965,317
travel,travel_03,Secret Flying,control,1,0,0,965,317
travel,travel_03,The Flight Deal,neutral_p5,1,0,0,1057,261
travel,travel_03,The Flight Deal,neutral_p1,1,0,0,1057,245
travel,travel_03,The Flight Deal,superlative_p5,1,0,0,1069,277
travel,travel_03,The Flight Deal,neutral_p5_p8,1,0,0,1149,238
travel,travel_03,Secret Flying,neutral_p5,1,0,0,1054,259
travel,travel_03,Secret Flying,neutral_p1,1,0,0,1054,272
travel,travel_03,Secret Flying,superlative_p5,1,0,0,1066,281
travel,travel_03,Secret Flying,neutral_p5_p8,1,0,0,1143,309
travel,travel_03,The Flight Deal,control,2,0,0,965,290
travel,travel_03,Secret Flying,control,2,0,0,965,290
travel,travel_03,The Flight Deal,neutral_p5,2,0,0,1057,281
travel,travel_03,The Flight Deal,neutral_p1,2,0,0,1057,254
travel,travel_03,The Flight Deal,superlative_p5,2,0,0,1069,282
travel,travel_03,The Flight Deal,neutral_p5_p8,2,0,0,1149,279
travel,travel_03,Secret Flying,neutral_p5,2,0,0,1054,313
travel,travel_03,Secret Flying,neutral_p1,2,0,0,1054,268
travel,travel_03,Secret Flying,superlative_p5,2,0,0,1066,267
travel,travel_03,Secret Flying,neutral_p5_p8,2,0,0,1143,250
travel,travel_03,The Flight Deal,control,3,0,0,965,304
travel,travel_03,Secret Flying,control,3,0,0,965,304
travel,travel_03,The Flight Deal,neutral_p5,3,0,0,1057,293
travel,travel_03,The Flight Deal,neutral_p1,3,0,0,1057,262
travel,travel_03,The Flight Deal,superlative_p5,3,0,0,1069,257
travel,travel_03,The Flight Deal,neutral_p5_p8,3,0,0,1149,334
travel,travel_03,Secret Flying,neutral_p5,3,0,0,1054,309
travel,travel_03,Secret Flying,neutral_p1,3,0,0,1054,241
travel,travel_03,Secret Flying,superlative_p5,3,0,0,1066,250
travel,travel_03,Secret Flying,neutral_p5_p8,3,0,0,1143,280
travel,travel_03,The Flight Deal,control,4,0,0,965,250
travel,travel_03,Secret Flying,control,4,0,0,965,250
travel,travel_03,The Flight Deal,neutral_p5,4,0,0,1057,259
travel,travel_03,The Flight Deal,neutral_p1,4,0,0,1057,258
travel,travel_03,The Flight Deal,superlative_p5,4,0,0,1069,259
travel,travel_03,The Flight Deal,neutral_p5_p8,4,0,0,1149,264
travel,travel_03,Secret Flying,neutral_p5,4,0,0,1054,306
travel,travel_03,Secret Flying,neutral_p1,4,0,0,1054,253
travel,travel_03,Secret Flying,superlative_p5,4,0,0,1066,249
travel,travel_03,Secret Flying,neutral_p5_p8,4,0,0,1143,239
travel,travel_03,The Flight Deal,control,5,0,0,965,339
travel,travel_03,Secret Flying,control,5,0,0,965,339
travel,travel_03,The Flight Deal,neutral_p5,5,0,0,1057,290
travel,travel_03,The Flight Deal,neutral_p1,5,0,0,1057,270
travel,travel_03,The Flight Deal,superlative_p5,5,0,0,1069,267
travel,travel_03,The Flight Deal,neutral_p5_p8,5,0,0,1149,262
travel,travel_03,Secret Flying,neutral_p5,5,0,0,1054,262
travel,travel_03,Secret Flying,neutral_p1,5,0,0,1054,312
travel,travel_03,Secret Flying,superlative_p5,5,0,0,1066,256
travel,travel_03,Secret Flying,neutral_p5_p8,5,0,0,1143,241
travel,travel_03,The Flight Deal,control,6,0,0,965,297
travel,travel_03,Secret Flying,control,6,0,0,965,297
travel,travel_03,The Flight Deal,neutral_p5,6,0,0,1057,307
travel,travel_03,The Flight Deal,neutral_p1,6,0,0,1057,283
travel,travel_03,The Flight Deal,superlative_p5,6,0,0,1069,276
travel,travel_03,The Flight Deal,neutral_p5_p8,6,0,0,1149,253
travel,travel_03,Secret Flying,neutral_p5,6,0,0,1054,320
travel,travel_03,Secret Flying,neutral_p1,6,0,0,1054,283
travel,travel_03,Secret Flying,superlative_p5,6,0,0,1066,239
travel,travel_03,Secret Flying,neutral_p5_p8,6,0,0,1143,268
travel,travel_03,The Flight Deal,control,7,0,0,965,247
travel,travel_03,Secret Flying,control,7,0,0,965,247
travel,travel_03,The Flight Deal,neutral_p5,7,0,0,1057,248
travel,travel_03,The Flight Deal,neutral_p1,7,0,0,1057,234
travel,travel_03,The Flight Deal,superlative_p5,7,0,0,1069,299
travel,travel_03,The Flight Deal,neutral_p5_p8,7,0,0,1149,286
travel,travel_03,Secret Flying,neutral_p5,7,0,0,1054,313
travel,travel_03,Secret Flying,neutral_p1,7,0,0,1054,278
travel,travel_03,Secret Flying,superlative_p5,7,0,0,1066,272
travel,travel_03,Secret Flying,neutral_p5_p8,7,0,0,1143,260
travel,travel_04,The Flight Deal,control,0,0,0,897,331
travel,travel_04,Secret Flying,control,0,0,0,897,331
travel,travel_04,The Flight Deal,neutral_p5,0,0,0,989,179
travel,travel_04,The Flight Deal,neutral_p1,0,0,0,989,261
travel,travel_04,The Flight Deal,superlative_p5,0,0,0,1001,268
travel,travel_04,The Flight Deal,neutral_p5_p8,0,0,0,1081,269
travel,travel_04,Secret Flying,neutral_p5,0,0,0,986,289
travel,travel_04,Secret Flying,neutral_p1,0,0,0,986,386
travel,travel_04,Secret Flying,superlative_p5,0,0,0,998,272
travel,travel_04,Secret Flying,neutral_p5_p8,0,0,0,1075,215
travel,travel_04,The Flight Deal,control,1,0,0,897,379
travel,travel_04,Secret Flying,control,1,0,0,897,379
travel,travel_04,The Flight Deal,neutral_p5,1,0,0,989,260
travel,travel_04,The Flight Deal,neutral_p1,1,0,0,989,146
travel,travel_04,The Flight Deal,superlative_p5,1,0,0,1001,243
travel,travel_04,The Flight Deal,neutral_p5_p8,1,0,0,1081,237
travel,travel_04,Secret Flying,neutral_p5,1,0,0,986,274
travel,travel_04,Secret Flying,neutral_p1,1,0,0,986,361
travel,travel_04,Secret Flying,superlative_p5,1,0,0,998,211
travel,travel_04,Secret Flying,neutral_p5_p8,1,0,0,1075,210
travel,travel_04,The Flight Deal,control,2,0,0,897,462
travel,travel_04,Secret Flying,control,2,0,0,897,462
travel,travel_04,The Flight Deal,neutral_p5,2,0,0,989,243
travel,travel_04,The Flight Deal,neutral_p1,2,0,0,989,267
travel,travel_04,The Flight Deal,superlative_p5,2,0,0,1001,297
travel,travel_04,The Flight Deal,neutral_p5_p8,2,0,0,1081,164
travel,travel_04,Secret Flying,neutral_p5,2,0,0,986,204
travel,travel_04,Secret Flying,neutral_p1,2,1,0,986,282
travel,travel_04,Secret Flying,superlative_p5,2,0,0,998,244
travel,travel_04,Secret Flying,neutral_p5_p8,2,0,0,1075,399
travel,travel_04,The Flight Deal,control,3,0,0,897,515
travel,travel_04,Secret Flying,control,3,0,0,897,515
travel,travel_04,The Flight Deal,neutral_p5,3,0,0,989,267
travel,travel_04,The Flight Deal,neutral_p1,3,0,0,989,249
travel,travel_04,The Flight Deal,superlative_p5,3,0,0,1001,233
travel,travel_04,The Flight Deal,neutral_p5_p8,3,0,0,1081,308
travel,travel_04,Secret Flying,neutral_p5,3,0,0,986,338
travel,travel_04,Secret Flying,neutral_p1,3,0,0,986,243
travel,travel_04,Secret Flying,superlative_p5,3,0,0,998,237
travel,travel_04,Secret Flying,neutral_p5_p8,3,0,0,1075,292
travel,travel_04,The Flight Deal,control,4,0,0,897,303
travel,travel_04,Secret Flying,control,4,0,0,897,303
travel,travel_04,The Flight Deal,neutral_p5,4,0,0,989,336
travel,travel_04,The Flight Deal,neutral_p1,4,0,0,989,303
travel,travel_04,The Flight Deal,superlative_p5,4,0,0,1001,284
travel,travel_04,The Flight Deal,neutral_p5_p8,4,0,0,1081,274
travel,travel_04,Secret Flying,neutral_p5,4,0,0,986,313
travel,travel_04,Secret Flying,neutral_p1,4,0,0,986,218
travel,travel_04,Secret Flying,superlative_p5,4,0,0,998,237
travel,travel_04,Secret Flying,neutral_p5_p8,4,0,0,1075,479
travel,travel_04,The Flight Deal,control,5,0,0,897,372
travel,travel_04,Secret Flying,control,5,0,0,897,372
travel,travel_04,The Flight Deal,neutral_p5,5,0,0,989,255
travel,travel_04,The Flight Deal,neutral_p1,5,0,0,989,265
travel,travel_04,The Flight Deal,superlative_p5,5,0,0,1001,293
travel,travel_04,The Flight Deal,neutral_p5_p8,5,0,0,1081,252
travel,travel_04,Secret Flying,neutral_p5,5,0,0,986,323
travel,travel_04,Secret Flying,neutral_p1,5,1,0,986,238
travel,travel_04,Secret Flying,superlative_p5,5,0,0,998,253
travel,travel_04,Secret Flying,neutral_p5_p8,5,0,0,1075,309
travel,travel_04,The Flight Deal,control,6,0,0,897,341
travel,travel_04,Secret Flying,control,6,0,0,897,341
travel,travel_04,The Flight Deal,neutral_p5,6,0,0,989,259
travel,travel_04,The Flight Deal,neutral_p1,6,0,0,989,136
travel,travel_04,The Flight Deal,superlative_p5,6,0,0,1001,258
travel,travel_04,The Flight Deal,neutral_p5_p8,6,0,0,1081,274
travel,travel_04,Secret Flying,neutral_p5,6,0,0,986,416
travel,travel_04,Secret Flying,neutral_p1,6,1,0,986,225
travel,travel_04,Secret Flying,superlative_p5,6,0,0,998,243
travel,travel_04,Secret Flying,neutral_p5_p8,6,0,0,1075,274
travel,travel_04,The Flight Deal,control,7,0,0,897,314
travel,travel_04,Secret Flying,control,7,0,0,897,314
travel,travel_04,The Flight Deal,neutral_p5,7,0,0,989,334
travel,travel_04,The Flight Deal,neutral_p1,7,0,0,989,230
travel,travel_04,The Flight Deal,superlative_p5,7,0,0,1001,158
travel,travel_04,The Flight Deal,neutral_p5_p8,7,0,0,1081,173
travel,travel_04,Secret Flying,neutral_p5,7,0,0,986,262
travel,travel_04,Secret Flying,neutral_p1,7,0,0,986,265
travel,travel_04,Secret Flying,superlative_p5,7,0,0,998,299
travel,travel_04,Secret Flying,neutral_p5_p8,7,0,0,1075,330
travel,travel_05,The Flight Deal,control,0,0,0,996,526
travel,travel_05,Secret Flying,control,0,0,0,996,526
travel,travel_05,The Flight Deal,neutral_p5,0,0,0,1088,630
travel,travel_05,The Flight Deal,neutral_p1,0,1,0,1088,594
travel,travel_05,The Flight Deal,superlative_p5,0,0,0,1100,528
travel,travel_05,The Flight Deal,neutral_p5_p8,0,0,0,1180,587
travel,travel_05,Secret Flying,neutral_p5,0,0,0,1085,642
travel,travel_05,Secret Flying,neutral_p1,0,1,0,1085,643
travel,travel_05,Secret Flying,superlative_p5,0,0,0,1097,599
travel,travel_05,Secret Flying,neutral_p5_p8,0,1,0,1174,655
travel,travel_05,The Flight Deal,control,1,0,0,996,580
travel,travel_05,Secret Flying,control,1,0,0,996,580
travel,travel_05,The Flight Deal,neutral_p5,1,0,0,1088,582
travel,travel_05,The Flight Deal,neutral_p1,1,1,0,1088,557
travel,travel_05,The Flight Deal,superlative_p5,1,0,0,1100,596
travel,travel_05,The Flight Deal,neutral_p5_p8,1,0,0,1180,602
travel,travel_05,Secret Flying,neutral_p5,1,0,0,1085,566
travel,travel_05,Secret Flying,neutral_p1,1,1,0,1085,651
travel,travel_05,Secret Flying,superlative_p5,1,0,0,1097,550
travel,travel_05,Secret Flying,neutral_p5_p8,1,1,0,1174,583
travel,travel_05,The Flight Deal,control,2,0,0,996,666
travel,travel_05,Secret Flying,control,2,0,0,996,666
travel,travel_05,The Flight Deal,neutral_p5,2,1,0,1088,630
travel,travel_05,The Flight Deal,neutral_p1,2,1,0,1088,601
travel,travel_05,The Flight Deal,superlative_p5,2,0,0,1100,546
travel,travel_05,The Flight Deal,neutral_p5_p8,2,1,0,1180,588
travel,travel_05,Secret Flying,neutral_p5,2,0,0,1085,588
travel,travel_05,Secret Flying,neutral_p1,2,1,0,1085,685
travel,travel_05,Secret Flying,superlative_p5,2,0,0,1097,586
travel,travel_05,Secret Flying,neutral_p5_p8,2,1,0,1174,622
travel,travel_05,The Flight Deal,control,3,0,0,996,526
travel,travel_05,Secret Flying,control,3,0,0,996,526
travel,travel_05,The Flight Deal,neutral_p5,3,0,0,1088,519
travel,travel_05,The Flight Deal,neutral_p1,3,1,0,1088,596
travel,travel_05,The Flight Deal,superlative_p5,3,0,0,1100,650
travel,travel_05,The Flight Deal,neutral_p5_p8,3,0,0,1180,636
travel,travel_05,Secret Flying,neutral_p5,3,1,0,1085,738
travel,travel_05,Secret Flying,neutral_p1,3,1,0,1085,640
travel,travel_05,Secret Flying,superlative_p5,3,1,0,1097,599
travel,travel_05,Secret Flying,neutral_p5_p8,3,1,0,1174,648
travel,travel_05,The Flight Deal,control,4,0,0,996,678
travel,travel_05,Secret Flying,control,4,0,0,996,678
travel,travel_05,The Flight Deal,neutral_p5,4,0,0,1088,644
travel,travel_05,The Flight Deal,neutral_p1,4,1,0,1088,565
travel,travel_05,The Flight Deal,superlative_p5,4,0,0,1100,626
travel,travel_05,The Flight Deal,neutral_p5_p8,4,0,0,1180,571
travel,travel_05,Secret Flying,neutral_p5,4,0,0,1085,600
travel,travel_05,Secret Flying,neutral_p1,4,1,0,1085,627
travel,travel_05,Secret Flying,superlative_p5,4,0,0,1097,693
travel,travel_05,Secret Flying,neutral_p5_p8,4,1,0,1174,553
travel,travel_05,The Flight Deal,control,5,0,0,996,546
travel,travel_05,Secret Flying,control,5,0,0,996,546
travel,travel_05,The Flight Deal,neutral_p5,5,0,0,1088,750
travel,travel_05,The Flight Deal,neutral_p1,5,1,0,1088,540
travel,travel_05,The Flight Deal,superlative_p5,5,0,0,1100,574
travel,travel_05,The Flight Deal,neutral_p5_p8,5,0,0,1180,697
travel,travel_05,Secret Flying,neutral_p5,5,1,0,1085,647
travel,travel_05,Secret Flying,neutral_p1,5,1,0,1085,685
travel,travel_05,Secret Flying,superlative_p5,5,1,0,1097,497
travel,travel_05,Secret Flying,neutral_p5_p8,5,1,0,1174,630
travel,travel_05,The Flight Deal,control,6,0,0,996,646
travel,travel_05,Secret Flying,control,6,0,0,996,646
travel,travel_05,The Flight Deal,neutral_p5,6,0,0,1088,716
travel,travel_05,The Flight Deal,neutral_p1,6,1,0,1088,642
travel,travel_05,The Flight Deal,superlative_p5,6,0,0,1100,636
travel,travel_05,The Flight Deal,neutral_p5_p8,6,0,0,1180,618
travel,travel_05,Secret Flying,neutral_p5,6,0,0,1085,587
travel,travel_05,Secret Flying,neutral_p1,6,1,0,1085,637
travel,travel_05,Secret Flying,superlative_p5,6,1,0,1097,588
travel,travel_05,Secret Flying,neutral_p5_p8,6,1,0,1174,561
travel,travel_05,The Flight Deal,control,7,0,0,996,652
travel,travel_05,Secret Flying,control,7,0,0,996,652
travel,travel_05,The Flight Deal,neutral_p5,7,0,0,1088,722
travel,travel_05,The Flight Deal,neutral_p1,7,1,0,1088,594
travel,travel_05,The Flight Deal,superlative_p5,7,0,0,1100,610
travel,travel_05,The Flight Deal,neutral_p5_p8,7,1,0,1180,642
travel,travel_05,Secret Flying,neutral_p5,7,0,0,1085,494
travel,travel_05,Secret Flying,neutral_p1,7,1,0,1085,627
travel,travel_05,Secret Flying,superlative_p5,7,0,0,1097,562
travel,travel_05,Secret Flying,neutral_p5_p8,7,1,0,1174,592
